


🇨🇳央视频道,#genre#
陕西卫视,http://39.152.103.17:8089/tsfile/live/1084_1.m3u8
内蒙古卫视,http://39.152.103.17:8089/tsfile/live/1085_1.m3u8
宁夏卫视,http://39.152.103.17:8089/tsfile/live/1086_1.m3u8
新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8
甘肃卫视,http://39.152.103.17:8089/tsfile/live/1088_1.m3u8
厦门卫视,http://39.152.103.17:8089/tsfile/live/1089_1.m3u8
CCTV5+,http://39.152.103.17:8089/tsfile/live/1090_1.m3u8
嘉佳卡通,http://39.152.103.17:8089/tsfile/live/1091_1.m3u8
CETV4,http://39.152.103.17:8089/tsfile/live/1092_1.m3u8
山东教育,http://39.152.103.17:8089/tsfile/live/1093_1.m3u8
兵团卫视,http://39.152.103.17:8089/tsfile/live/1094_1.m3u8
CHC家庭影院,http://39.152.103.17:8089/tsfile/live/1095_1.m3u8
优漫卡通,http://39.152.103.17:8089/tsfile/live/1097_1.m3u8
CHC影迷电影,http://39.152.103.17:8089/tsfile/live/1098_1.m3u8
安多卫视,http://39.152.103.17:8089/tsfile/live/1099_1.m3u8
西藏藏语,http://39.152.103.17:8089/tsfile/live/1100_1.m3u8
家有购物,http://39.152.103.17:8089/tsfile/live/1101_1.m3u8
辽宁家庭理财,http://39.152.103.17:8089/tsfile/live/1102_1.m3u8
CGTN,http://39.152.103.17:8089/tsfile/live/1103_1.m3u8
CGTN纪录(英),http://39.152.103.17:8089/tsfile/live/1104_1.m3u8
CGTN俄语,http://39.152.103.17:8089/tsfile/live/1105_1.m3u8
CGTN西班牙语,http://39.152.103.17:8089/tsfile/live/1106_1.m3u8
CGTN阿拉伯语,http://39.152.103.17:8089/tsfile/live/1107_1.m3u8
CGTN法语,http://39.152.103.17:8089/tsfile/live/1108_1.m3u8
CCTV高尔夫网球,http://39.152.103.17:8089/tsfile/live/1109_1.m3u8
湖南快乐垂钓,http://39.152.103.17:8089/tsfile/live/1110_1.m3u8
农林卫视,http://39.152.103.17:8089/tsfile/live/1111_1.m3u8


湖南卫视,http://49.232.181.26:6000/rtp/225.1.8.41:8012
江苏卫视,http://49.232.181.26:6000/rtp/225.1.8.44:8028
浙江卫视,http://49.232.181.26:6000/rtp/225.1.8.46:8036

北京卫视,http://49.232.181.26:6000/rtp/225.1.8.21:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.120:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.128:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.55:8002
深圳卫视,http://49.232.181.26:6000/rtp/225.1.8.43:8020
广东卫视,http://49.232.181.26:6000/rtp/225.1.8.49:8048
山东卫视,http://49.232.181.26:6000/rtp/225.1.8.50:8052
江西卫视,http://49.232.181.26:6000/rtp/225.1.1.9:8164
东南卫视,http://49.232.181.26:6000/rtp/225.1.8.79:8148
黑龙江卫视,http://49.232.181.26:6000/rtp/225.1.8.42:8016
重庆卫视,http://49.232.181.26:6000/rtp/225.1.8.172:8162
贵州卫视,http://49.232.181.26:6000/rtp/225.1.8.77:8076
湖北卫视,http://49.232.181.26:6000/rtp/225.1.8.47:8044
安徽卫视,http://49.232.181.26:6000/rtp/225.1.8.52:8064
河北卫视,http://49.232.181.26:6000/rtp/225.1.8.76:8002
辽宁卫视,http://49.232.181.26:6000/rtp/225.1.8.51:8056
云南卫视,http://49.232.181.26:6000/rtp/225.1.8.139:8108
广西卫视,http://49.232.181.26:6000/rtp/225.1.8.152:8300
陕西卫视,http://49.232.181.26:6000/rtp/225.1.8.154:8140
四川卫视,http://49.232.181.26:6000/rtp/225.1.8.142:8288
海南卫视,http://49.232.181.26:6000/rtp/225.1.8.158:8304
内蒙古卫视,http://49.232.181.26:6000/rtp/225.1.8.156:8176
青海卫视,http://49.232.181.26:6000/rtp/225.1.8.157:8184
三沙卫视,http://49.232.181.26:6000/rtp/225.1.8.78:4120
山东教育卫视,http://49.232.181.26:6000/rtp/225.1.8.190:4120
山西卫视,http://49.232.181.26:6000/rtp/225.1.8.155:8172
金鹰卡通,http://49.232.181.26:6000/rtp/225.1.8.163:9252
嘉佳卡通,http://49.232.181.26:6000/rtp/225.1.8.170:9268
北京文艺,http://49.232.181.26:6000/rtp/225.1.8.22:8002
北京纪实科教,http://49.232.181.26:6000/rtp/225.1.8.105:8002
北京财经,http://49.232.181.26:6000/rtp/225.1.8.106:8002
北京体育休闲,http://49.232.181.26:6000/rtp/225.1.8.23:8002
北京生活,http://49.232.181.26:6000/rtp/225.1.8.108:8002
北京国际,http://49.232.181.26:6000/rtp/225.1.8.131:8002
淘BABY,http://49.232.181.26:6000/rtp/225.1.8.36:8002
淘剧场,http://49.232.181.26:6000/rtp/225.1.8.37:8002
淘娱乐,http://49.232.181.26:6000/rtp/225.1.8.61:8002
淘电影,http://49.232.181.26:6000/rtp/225.1.8.38:8002
萌宠TV,http://49.232.181.26:6000/rtp/225.1.8.63:8002
房山FTV,http://49.232.181.26:6000/rtp/225.1.8.68:8002
密云电视台,http://49.232.181.26:6000/rtp/225.1.8.75:8002
延庆TV,http://49.232.181.26:6000/rtp/225.1.8.196:8002
厦门卫视,http://49.232.181.26:6000/rtp/225.1.8.166:4120
金鹰纪实,http://49.232.181.26:6000/rtp/225.1.8.31:8156
天津卫视,http://49.232.181.26:6000/rtp/225.1.8.48:8044
CGTN俄语,http://49.232.181.26:6000/rtp/225.1.8.181:4222
CGTN法语,http://49.232.181.26:6000/rtp/225.1.8.179:4222
CGTN纪录(英),http://49.232.181.26:6000/rtp/225.1.8.177:4222
CGTN西班牙语,http://49.232.181.26:6000/rtp/225.1.8.178:4222
CGTN阿拉伯语,http://49.232.181.26:6000/rtp/225.1.8.180:4222
朝阳融媒,http://49.232.181.26:6000/rtp/225.1.8.69:8002
华数少儿动画,http://49.232.181.26:6000/rtp/225.1.8.207:9000
华数动画,http://49.232.181.26:6000/rtp/225.1.8.240:4120
华数喜剧影院,http://49.232.181.26:6000/rtp/225.1.8.251:4120
华数动作影院,http://49.232.181.26:6000/rtp/225.1.8.252:4120
华数家庭影院,http://49.232.181.26:6000/rtp/225.1.8.253:4120
华数星影,http://49.232.181.26:6000/rtp/225.1.8.254:4120
华数精选,http://49.232.181.26:6000/rtp/225.1.8.234:4120
华数经典电影,http://49.232.181.26:6000/rtp/225.1.8.203:9024
华数热播剧场,http://49.232.181.26:6000/rtp/225.1.8.202:9020
华数魅力时尚,http://49.232.181.26:6000/rtp/225.1.8.204:9012
华数城市剧场,http://49.232.181.26:6000/rtp/225.1.8.227:4120
华数军旅剧场,http://49.232.181.26:6000/rtp/225.1.8.228:4120
华数古装剧场,http://49.232.181.26:6000/rtp/225.1.8.229:4120
武侠剧场,http://49.232.181.26:6000/rtp/225.1.8.250:4120
光影,http://49.232.181.26:6000/rtp/225.1.8.244:4120
高网,http://49.232.181.26:6000/rtp/225.1.8.248:4120



广西卫视,http://113.15.109.216:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0

东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.215.134.239:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
乐游,http://183.215.134.239:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0



湖南卫视,http://218.17.33.178:53290/tsfile/live/0128_1.m3u8?key=txiptv
辽宁卫视,http://218.17.33.178:53290/tsfile/live/0121_1.m3u8?key=txiptv
甘肃卫视,http://218.17.33.178:53290/tsfile/live/0141_1.m3u8?key=txiptv$甘肃卫视
新疆卫视,http://218.17.33.178:53290/tsfile/live/0110_1.m3u8?key=txiptv$低清新疆
江西卫视,http://218.17.33.178:53290/tsfile/live/0138_1.m3u8?key=txiptv
内蒙古卫视,http://218.17.33.178:53290/tsfile/live/0109_1.m3u8?key=txiptv$低清内蒙古



浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel03720Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel04720Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel06720Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel07720Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel08720Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel10720Plxw.m3u8
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8




西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws


河南卫视,http://1.94.31.214/php/hntv.php?id=hnws



kttv-1,https://epg.pw/stream/ff50600dd45b1b1656f2f7535c04f361a6e8c33606e19dbc9b0316bd173f9408.m3u8
影迷电影,https://epg.pw/stream/f3585857f1474c6f9527ea29a7a99115a86855d9addb67619aa9a033299b48eb.m3u8

金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8
东方财经,http://115.150.63.77:9902/tsfile/live/1042_1.m3u8


CETV1,http://112.254.55.106:22222/rtp/239.253.254.110:8000
CETV4,http://112.254.55.106:22222/rtp/239.253.254.116:8000
法治天地,http://112.254.55.106:22222/rtp/239.253.254.96:8000
SiTV都市剧场,http://112.254.55.106:22222/rtp/239.253.254.98:8000


质量前三,#genre#


CCTV1,http://play.kankanlive.com/live/1720408280309109.m3u8
CCTV1,http://49.232.181.26:6000/rtp/225.1.8.1:8008

CCTV2,http://49.232.181.26:6000/rtp/225.1.8.2:8084

CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://218.17.33.178:53290/tsfile/live/1003_1.m3u8?key=txiptv$低清


CCTV4,http://111.221.137.234:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$1280
CCTV4,http://120.70.60.179:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.17.33.178:53290/tsfile/live/1004_1.m3u8?key=txiptv
CCTV4,http://36.136.38.87:9901/tsfile/live/0004_1.m3u8













备用源按源混合,#genre#





CCTV1,http://1.24.39.180:9003/hls/1/index.m3u8
CCTV2,http://1.24.39.180:9003/hls/2/index.m3u8
CCTV3,http://1.24.39.180:9003/hls/3/index.m3u8
CCTV4,http://1.24.39.180:9003/hls/4/index.m3u8
CCTV5,http://1.24.39.180:9003/hls/5/index.m3u8
CCTV6,http://1.24.39.180:9003/hls/6/index.m3u8
CCTV7,http://1.24.39.180:9003/hls/7/index.m3u8
CCTV8,http://1.24.39.180:9003/hls/8/index.m3u8
CCTV9,http://1.24.39.180:9003/hls/9/index.m3u8
CCTV10,http://1.24.39.180:9003/hls/10/index.m3u8
CCTV11,http://1.24.39.180:9003/hls/11/index.m3u8
CCTV12,http://1.24.39.180:9003/hls/12/index.m3u8
CCTV13,http://1.24.39.180:9003/hls/13/index.m3u8
CCTV14,http://1.24.39.180:9003/hls/14/index.m3u8
CCTV15,http://1.24.39.180:9003/hls/15/index.m3u8
内蒙古蒙语,http://1.24.39.180:9003/hls/16/index.m3u8
内蒙古卫视,http://1.24.39.180:9003/hls/17/index.m3u8
内蒙古蒙语2,http://1.24.39.180:9003/hls/18/index.m3u8
内蒙古新闻综合,http://1.24.39.180:9003/hls/19/index.m3u8
内蒙古经济生活,http://1.24.39.180:9003/hls/20/index.m3u8
内蒙古文体娱乐,http://1.24.39.180:9003/hls/21/index.m3u8
内蒙古农牧频道,http://1.24.39.180:9003/hls/22/index.m3u8
内蒙古少儿频道,http://1.24.39.180:9003/hls/23/index.m3u8
经济生活,http://1.24.39.180:9003/hls/24/index.m3u8
无效,http://1.24.39.180:9003/hls/25/index.m3u8
新闻综合,http://1.24.39.180:9003/hls/26/index.m3u8
内蒙古卫视,http://1.24.39.180:9003/hls/27/index.m3u8
湖南卫视,http://1.24.39.180:9003/hls/28/index.m3u8
浙江卫视,http://1.24.39.180:9003/hls/29/index.m3u8
江苏卫视,http://1.24.39.180:9003/hls/30/index.m3u8
安徽卫视,http://1.24.39.180:9003/hls/31/index.m3u8
贵州卫视,http://1.24.39.180:9003/hls/32/index.m3u8
天津卫视,http://1.24.39.180:9003/hls/33/index.m3u8
深圳卫视,http://1.24.39.180:9003/hls/34/index.m3u8
山东卫视,http://1.24.39.180:9003/hls/35/index.m3u8
云南卫视,http://1.24.39.180:9003/hls/36/index.m3u8
河南卫视,http://1.24.39.180:9003/hls/37/index.m3u8
黑龙江卫视,http://1.24.39.180:9003/hls/38/index.m3u8
四川卫视,http://1.24.39.180:9003/hls/39/index.m3u8
无效,http://1.24.39.180:9003/hls/40/index.m3u8
无效,http://1.24.39.180:9003/hls/41/index.m3u8
无效,http://1.24.39.180:9003/hls/42/index.m3u8
湖北卫视,http://1.24.39.180:9003/hls/43/index.m3u8
东方卫视,http://1.24.39.180:9003/hls/44/index.m3u8
无效,http://1.24.39.180:9003/hls/45/index.m3u8
东南卫视,http://1.24.39.180:9003/hls/46/index.m3u8
河北卫视,http://1.24.39.180:9003/hls/47/index.m3u8
广东卫视,http://1.24.39.180:9003/hls/48/index.m3u8




糊,http://113.25.252.226:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
华数1,http://113.25.252.226:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
华数2,http://113.25.252.226:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.25.252.226:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.25.252.226:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://113.25.252.226:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://113.25.252.226:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.25.252.226:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.25.252.226:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://113.25.252.226:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://113.25.252.226:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://113.25.252.226:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://113.25.252.226:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://113.25.252.226:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.25.252.226:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://113.25.252.226:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.25.252.226:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.25.252.226:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.25.252.226:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://113.25.252.226:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://113.25.252.226:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.25.252.226:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.25.252.226:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://113.25.252.226:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.25.252.226:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.25.252.226:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.25.252.226:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://113.25.252.226:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.25.252.226:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.25.252.226:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.25.252.226:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.25.252.226:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
糊,http://113.25.252.226:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://113.25.252.226:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.25.252.226:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
文体生活,http://113.25.252.226:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://113.25.252.226:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://113.25.252.226:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0

















湖南卫视,http://49.232.181.26:6000/rtp/225.1.8.41:8012
江苏卫视,http://49.232.181.26:6000/rtp/225.1.8.44:8028
浙江卫视,http://49.232.181.26:6000/rtp/225.1.8.46:8036

北京卫视,http://49.232.181.26:6000/rtp/225.1.8.21:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.120:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.128:8002
北京卫视4K超高清,http://49.232.181.26:6000/rtp/225.1.8.55:8002
深圳卫视,http://49.232.181.26:6000/rtp/225.1.8.43:8020
广东卫视,http://49.232.181.26:6000/rtp/225.1.8.49:8048
山东卫视,http://49.232.181.26:6000/rtp/225.1.8.50:8052
江西卫视,http://49.232.181.26:6000/rtp/225.1.1.9:8164
东南卫视,http://49.232.181.26:6000/rtp/225.1.8.79:8148
黑龙江卫视,http://49.232.181.26:6000/rtp/225.1.8.42:8016
重庆卫视,http://49.232.181.26:6000/rtp/225.1.8.172:8162
贵州卫视,http://49.232.181.26:6000/rtp/225.1.8.77:8076
湖北卫视,http://49.232.181.26:6000/rtp/225.1.8.47:8044
安徽卫视,http://49.232.181.26:6000/rtp/225.1.8.52:8064
河北卫视,http://49.232.181.26:6000/rtp/225.1.8.76:8002
辽宁卫视,http://49.232.181.26:6000/rtp/225.1.8.51:8056
云南卫视,http://49.232.181.26:6000/rtp/225.1.8.139:8108
广西卫视,http://49.232.181.26:6000/rtp/225.1.8.152:8300
陕西卫视,http://49.232.181.26:6000/rtp/225.1.8.154:8140
四川卫视,http://49.232.181.26:6000/rtp/225.1.8.142:8288
海南卫视,http://49.232.181.26:6000/rtp/225.1.8.158:8304
内蒙古卫视,http://49.232.181.26:6000/rtp/225.1.8.156:8176
青海卫视,http://49.232.181.26:6000/rtp/225.1.8.157:8184
三沙卫视,http://49.232.181.26:6000/rtp/225.1.8.78:4120
山东教育卫视,http://49.232.181.26:6000/rtp/225.1.8.190:4120
山西卫视,http://49.232.181.26:6000/rtp/225.1.8.155:8172
金鹰卡通,http://49.232.181.26:6000/rtp/225.1.8.163:9252
嘉佳卡通,http://49.232.181.26:6000/rtp/225.1.8.170:9268
北京文艺,http://49.232.181.26:6000/rtp/225.1.8.22:8002
北京纪实科教,http://49.232.181.26:6000/rtp/225.1.8.105:8002
北京财经,http://49.232.181.26:6000/rtp/225.1.8.106:8002
北京体育休闲,http://49.232.181.26:6000/rtp/225.1.8.23:8002
北京生活,http://49.232.181.26:6000/rtp/225.1.8.108:8002
北京国际,http://49.232.181.26:6000/rtp/225.1.8.131:8002
淘BABY,http://49.232.181.26:6000/rtp/225.1.8.36:8002
淘剧场,http://49.232.181.26:6000/rtp/225.1.8.37:8002
淘娱乐,http://49.232.181.26:6000/rtp/225.1.8.61:8002
淘电影,http://49.232.181.26:6000/rtp/225.1.8.38:8002
萌宠TV,http://49.232.181.26:6000/rtp/225.1.8.63:8002
房山FTV,http://49.232.181.26:6000/rtp/225.1.8.68:8002
密云电视台,http://49.232.181.26:6000/rtp/225.1.8.75:8002
延庆TV,http://49.232.181.26:6000/rtp/225.1.8.196:8002
厦门卫视,http://49.232.181.26:6000/rtp/225.1.8.166:4120
金鹰纪实,http://49.232.181.26:6000/rtp/225.1.8.31:8156
天津卫视,http://49.232.181.26:6000/rtp/225.1.8.48:8044
CGTN俄语,http://49.232.181.26:6000/rtp/225.1.8.181:4222
CGTN法语,http://49.232.181.26:6000/rtp/225.1.8.179:4222
CGTN纪录(英),http://49.232.181.26:6000/rtp/225.1.8.177:4222
CGTN西班牙语,http://49.232.181.26:6000/rtp/225.1.8.178:4222
CGTN阿拉伯语,http://49.232.181.26:6000/rtp/225.1.8.180:4222
朝阳融媒,http://49.232.181.26:6000/rtp/225.1.8.69:8002
华数少儿动画,http://49.232.181.26:6000/rtp/225.1.8.207:9000
华数动画,http://49.232.181.26:6000/rtp/225.1.8.240:4120
华数喜剧影院,http://49.232.181.26:6000/rtp/225.1.8.251:4120
华数动作影院,http://49.232.181.26:6000/rtp/225.1.8.252:4120
华数家庭影院,http://49.232.181.26:6000/rtp/225.1.8.253:4120
华数星影,http://49.232.181.26:6000/rtp/225.1.8.254:4120
华数精选,http://49.232.181.26:6000/rtp/225.1.8.234:4120
华数经典电影,http://49.232.181.26:6000/rtp/225.1.8.203:9024
华数热播剧场,http://49.232.181.26:6000/rtp/225.1.8.202:9020
华数魅力时尚,http://49.232.181.26:6000/rtp/225.1.8.204:9012
华数城市剧场,http://49.232.181.26:6000/rtp/225.1.8.227:4120
华数军旅剧场,http://49.232.181.26:6000/rtp/225.1.8.228:4120
华数古装剧场,http://49.232.181.26:6000/rtp/225.1.8.229:4120
武侠剧场,http://49.232.181.26:6000/rtp/225.1.8.250:4120
光影,http://49.232.181.26:6000/rtp/225.1.8.244:4120
高网,http://49.232.181.26:6000/rtp/225.1.8.248:4120
CCTV3,http://49.232.181.26:6000/rtp/225.1.8.201:8012
CCTV4,http://49.232.181.26:6000/rtp/225.1.8.231:4120
CCTV10,http://49.232.181.26:6000/rtp/225.1.8.237:4120
CCTV1,http://49.232.181.26:6000/rtp/225.1.8.233:4120
CCTV1,http://49.232.181.26:6000/rtp/225.1.8.232:4120
IPTV5足球,http://49.232.181.26:6000/rtp/225.1.8.249:4120
IPTV7军事,http://49.232.181.26:6000/rtp/225.1.8.236:4120
IPTV10解密,http://49.232.181.26:6000/rtp/225.1.8.235:4120
IPTV11戏曲,http://49.232.181.26:6000/rtp/225.1.8.238:4120
IPTV14早教,http://49.232.181.26:6000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://49.232.181.26:6000/rtp/225.1.8.230:4120
IPTV10鉴赏,http://49.232.181.26:6000/rtp/225.1.8.242:4120
IPTV1墨宝,http://49.232.181.26:6000/rtp/225.1.8.243:4120
IPTV爱生活,http://49.232.181.26:6000/rtp/225.1.8.246:4120
IPTV9武术,http://49.232.181.26:6000/rtp/225.1.8.247:4120
IPTV好学生,http://49.232.181.26:6000/rtp/225.1.8.241:4120
重温经典,http://49.232.181.26:6000/rtp/225.1.8.39:8002
快乐垂钓,http://49.232.181.26:6000/rtp/225.1.8.71:8002



CETV1,http://112.254.55.106:22222/rtp/239.253.254.110:8000
CETV4,http://112.254.55.106:22222/rtp/239.253.254.116:8000
法治天地,http://112.254.55.106:22222/rtp/239.253.254.96:8000
SiTV都市剧场,http://112.254.55.106:22222/rtp/239.253.254.98:8000






咪咕源,#genre#





CCTV1,http://43.251.226.89:8080/play/1.m3u8
CCTV2,http://43.251.226.89:8080/play/2.m3u8
CCTV3,http://43.251.226.89:8080/play/3.m3u8
CCTV4,http://43.251.226.89:8080/play/4.m3u8
CCTV5,http://43.251.226.89:8080/play/5.m3u8
CCTV5+,http://43.251.226.89:8080/play/6.m3u8
CCTV6,http://43.251.226.89:8080/play/7.m3u8
CCTV7,http://43.251.226.89:8080/play/8.m3u8
CCTV8,http://43.251.226.89:8080/play/9.m3u8
CCTV9,http://43.251.226.89:8080/play/10.m3u8
CCTV10,http://43.251.226.89:8080/play/11.m3u8
CCTV11,http://43.251.226.89:8080/play/12.m3u8
CCTV12,http://43.251.226.89:8080/play/13.m3u8
CCTV13,http://43.251.226.89:8080/play/14.m3u8
CCTV14,http://43.251.226.89:8080/play/15.m3u8
CCTV15,http://43.251.226.89:8080/play/16.m3u8
CCTV16,http://43.251.226.89:8080/play/17.m3u8
CCTV4欧洲,http://43.251.226.89:8080/play/18.m3u8
CCTV4美洲,http://43.251.226.89:8080/play/19.m3u8
CGTN纪录(英),http://43.251.226.89:8080/play/20.m3u8
CGTN阿拉伯语,http://43.251.226.89:8080/play/21.m3u8
CGTN西班牙语,http://43.251.226.89:8080/play/22.m3u8
CGTN法语,http://43.251.226.89:8080/play/23.m3u8
CGTN俄语,http://43.251.226.89:8080/play/24.m3u8
CGTN,http://43.251.226.89:8080/play/25.m3u8
CCTV5集成播控1,http://43.251.226.89:8080/play/26.m3u8
CCTV5集成播控2,http://43.251.226.89:8080/play/27.m3u8
四海钓鱼,http://43.251.226.89:8080/play/28.m3u8
体育休闲,http://43.251.226.89:8080/play/29.m3u8
武术世界,http://43.251.226.89:8080/play/30.m3u8
快乐垂钓,http://43.251.226.89:8080/play/31.m3u8
集成播控3,http://43.251.226.89:8080/play/32.m3u8
东方卫视,http://43.251.226.89:8080/play/33.m3u8
江苏卫视,http://43.251.226.89:8080/play/34.m3u8
广东卫视,http://43.251.226.89:8080/play/35.m3u8
北京卫视,http://43.251.226.89:8080/play/36.m3u8
辽宁卫视,http://43.251.226.89:8080/play/37.m3u8
河北卫视,http://43.251.226.89:8080/play/38.m3u8
江西卫视,http://43.251.226.89:8080/play/39.m3u8
